epoch loss_VAE loss_MDVAE loss_SI loss_LI loss_AC loss_SC loss_C
1 4.2827067375183105 4.2827067375183105 nan nan nan nan nan
2 4.164662837982178 4.164662837982178 nan nan nan nan nan
3 4.039573669433594 4.039573669433594 nan nan nan nan nan
4 3.9230754375457764 3.9230754375457764 nan nan nan nan nan
5 3.85050368309021 3.85050368309021 nan nan nan nan nan
6 3.763529062271118 3.763529062271118 nan nan nan nan nan
7 3.7192842960357666 3.7192842960357666 nan nan nan nan nan
8 3.6455929279327393 3.6455929279327393 nan nan nan nan nan
9 3.584264039993286 3.584264039993286 nan nan nan nan nan
10 3.5496573448181152 3.5496573448181152 nan nan nan nan nan
11 3.5011186599731445 3.5011186599731445 nan nan nan nan nan
12 3.4601969718933105 3.4601969718933105 nan nan nan nan nan
13 3.413658618927002 3.413658618927002 nan nan nan nan nan
14 3.38155198097229 3.38155198097229 nan nan nan nan nan
15 3.336550712585449 3.336550712585449 nan nan nan nan nan
16 3.3154091835021973 3.3154091835021973 nan nan nan nan nan
17 3.2615115642547607 3.2615115642547607 nan nan nan nan nan
18 3.287862539291382 3.287862539291382 nan nan nan nan nan
19 3.23104190826416 3.23104190826416 nan nan nan nan nan
20 3.2236196994781494 3.2236196994781494 nan nan nan nan nan
21 3.1941630840301514 3.1941630840301514 nan nan nan nan nan
22 3.19667911529541 3.19667911529541 nan nan nan nan nan
23 3.166104316711426 3.166104316711426 nan nan nan nan nan
24 3.1534295082092285 3.1534295082092285 nan nan nan nan nan
25 3.134171485900879 3.134171485900879 nan nan nan nan nan
26 3.111659526824951 3.111659526824951 nan nan nan nan nan
27 3.1233632564544678 3.1233632564544678 nan nan nan nan nan
28 3.109478235244751 3.109478235244751 nan nan nan nan nan
29 3.093557357788086 3.093557357788086 nan nan nan nan nan
30 3.0964698791503906 3.0964698791503906 nan nan nan nan nan
31 3.0674469470977783 3.0674469470977783 nan nan nan nan nan
32 3.072455883026123 3.072455883026123 nan nan nan nan nan
33 3.056753158569336 3.056753158569336 nan nan nan nan nan
34 3.0429069995880127 3.0429069995880127 nan nan nan nan nan
35 3.062082290649414 3.062082290649414 nan nan nan nan nan
36 3.0376408100128174 3.0376408100128174 nan nan nan nan nan
37 3.02966570854187 3.02966570854187 nan nan nan nan nan
38 3.0189058780670166 3.0189058780670166 nan nan nan nan nan
39 3.0342721939086914 3.0342721939086914 nan nan nan nan nan
40 3.0108375549316406 3.0108375549316406 nan nan nan nan nan
41 2.999356269836426 2.999356269836426 nan nan nan nan nan
42 3.015557289123535 3.015557289123535 nan nan nan nan nan
43 3.0123679637908936 3.0123679637908936 nan nan nan nan nan
44 3.010592460632324 3.010592460632324 nan nan nan nan nan
45 2.9961252212524414 2.9961252212524414 nan nan nan nan nan
46 2.9917659759521484 2.9917659759521484 nan nan nan nan nan
47 3.002695083618164 3.002695083618164 nan nan nan nan nan
48 3.0010342597961426 3.0010342597961426 nan nan nan nan nan
49 2.984785556793213 2.984785556793213 nan nan nan nan nan
50 3.000598430633545 3.000598430633545 nan nan nan nan nan
51 2.9860410690307617 2.9860410690307617 nan nan nan nan nan
52 2.982564926147461 2.982564926147461 nan nan nan nan nan
53 2.9940240383148193 2.9940240383148193 nan nan nan nan nan
54 2.9810638427734375 2.9810638427734375 nan nan nan nan nan
55 2.980081558227539 2.980081558227539 nan nan nan nan nan
56 2.9719977378845215 2.9719977378845215 nan nan nan nan nan
57 2.9720795154571533 2.9720795154571533 nan nan nan nan nan
58 2.969761848449707 2.969761848449707 nan nan nan nan nan
59 2.9691076278686523 2.9691076278686523 nan nan nan nan nan
60 2.9634268283843994 2.9634268283843994 nan nan nan nan nan
61 2.9714651107788086 2.9714651107788086 nan nan nan nan nan
62 2.964263677597046 2.964263677597046 nan nan nan nan nan
63 2.9503557682037354 2.9503557682037354 nan nan nan nan nan
64 2.950448989868164 2.950448989868164 nan nan nan nan nan
65 2.9663188457489014 2.9663188457489014 nan nan nan nan nan
66 2.9617919921875 2.9617919921875 nan nan nan nan nan
67 2.962064027786255 2.962064027786255 nan nan nan nan nan
68 2.9537014961242676 2.9537014961242676 nan nan nan nan nan
69 2.960357904434204 2.960357904434204 nan nan nan nan nan
70 2.9549529552459717 2.9549529552459717 nan nan nan nan nan
71 2.9576985836029053 2.9576985836029053 nan nan nan nan nan
72 2.950782060623169 2.950782060623169 nan nan nan nan nan
73 2.97143292427063 2.97143292427063 nan nan nan nan nan
74 2.9449732303619385 2.9449732303619385 nan nan nan nan nan
75 2.9437766075134277 2.9437766075134277 nan nan nan nan nan
76 2.9488754272460938 2.9488754272460938 nan nan nan nan nan
77 2.9419660568237305 2.9419660568237305 nan nan nan nan nan
78 2.9432153701782227 2.9432153701782227 nan nan nan nan nan
79 2.938417434692383 2.938417434692383 nan nan nan nan nan
80 2.9361984729766846 2.9361984729766846 nan nan nan nan nan
81 2.934800386428833 2.934800386428833 nan nan nan nan nan
82 2.932941436767578 2.932941436767578 nan nan nan nan nan
83 2.921190023422241 2.921190023422241 nan nan nan nan nan
84 2.9410641193389893 2.9410641193389893 nan nan nan nan nan
85 2.9328017234802246 2.9328017234802246 nan nan nan nan nan
86 2.936469554901123 2.936469554901123 nan nan nan nan nan
87 2.9161314964294434 2.9161314964294434 nan nan nan nan nan
88 2.925671339035034 2.925671339035034 nan nan nan nan nan
89 2.9221925735473633 2.9221925735473633 nan nan nan nan nan
90 2.925020217895508 2.925020217895508 nan nan nan nan nan
91 2.920175790786743 2.920175790786743 nan nan nan nan nan
92 2.9148926734924316 2.9148926734924316 nan nan nan nan nan
93 2.9262843132019043 2.9262843132019043 nan nan nan nan nan
94 2.9238779544830322 2.9238779544830322 nan nan nan nan nan
95 2.9070732593536377 2.9070732593536377 nan nan nan nan nan
96 2.9318723678588867 2.9318723678588867 nan nan nan nan nan
97 2.920905113220215 2.920905113220215 nan nan nan nan nan
98 2.9199764728546143 2.9199764728546143 nan nan nan nan nan
99 2.9225637912750244 2.9225637912750244 nan nan nan nan nan
100 2.905747652053833 2.905747652053833 nan nan nan nan nan
101 2.9190499782562256 2.9190499782562256 nan nan nan nan nan
102 2.901172161102295 2.901172161102295 nan nan nan nan nan
103 2.9242308139801025 2.9242308139801025 nan nan nan nan nan
104 2.8950319290161133 2.8950319290161133 nan nan nan nan nan
105 2.8977153301239014 2.8977153301239014 nan nan nan nan nan
106 2.895371198654175 2.895371198654175 nan nan nan nan nan
107 2.896090269088745 2.896090269088745 nan nan nan nan nan
108 2.899731159210205 2.899731159210205 nan nan nan nan nan
109 2.890824794769287 2.890824794769287 nan nan nan nan nan
110 2.8910114765167236 2.8910114765167236 nan nan nan nan nan
111 2.89117169380188 2.89117169380188 nan nan nan nan nan
112 2.895087242126465 2.895087242126465 nan nan nan nan nan
113 2.8950295448303223 2.8950295448303223 nan nan nan nan nan
114 2.892972469329834 2.892972469329834 nan nan nan nan nan
115 2.890939235687256 2.890939235687256 nan nan nan nan nan
116 2.9030098915100098 2.9030098915100098 nan nan nan nan nan
117 2.878509283065796 2.878509283065796 nan nan nan nan nan
118 2.8940610885620117 2.8940610885620117 nan nan nan nan nan
119 2.9011013507843018 2.9011013507843018 nan nan nan nan nan
120 2.892779588699341 2.892779588699341 nan nan nan nan nan
121 2.887225389480591 2.887225389480591 nan nan nan nan nan
122 2.889214038848877 2.889214038848877 nan nan nan nan nan
123 2.89833402633667 2.89833402633667 nan nan nan nan nan
124 2.895167112350464 2.895167112350464 nan nan nan nan nan
125 2.900059938430786 2.900059938430786 nan nan nan nan nan
126 2.876641273498535 2.876641273498535 nan nan nan nan nan
127 2.876148223876953 2.876148223876953 nan nan nan nan nan
128 2.87811017036438 2.87811017036438 nan nan nan nan nan
129 2.888178586959839 2.888178586959839 nan nan nan nan nan
130 2.893342971801758 2.893342971801758 nan nan nan nan nan
131 2.886622905731201 2.886622905731201 nan nan nan nan nan
132 2.879376173019409 2.879376173019409 nan nan nan nan nan
133 2.879661798477173 2.879661798477173 nan nan nan nan nan
134 2.8809986114501953 2.8809986114501953 nan nan nan nan nan
135 2.877140998840332 2.877140998840332 nan nan nan nan nan
136 2.8804562091827393 2.8804562091827393 nan nan nan nan nan
