epoch loss_VAE loss_KLD loss_rec loss_SI loss_LI loss_AC loss_SC loss_C_KLD loss_C_rec
1 34.7203369140625 0.24931105971336365 3.447103977203369 nan nan nan nan nan nan
2 30.60850715637207 0.3353666067123413 3.0273144245147705 nan nan nan nan nan nan
3 29.694622039794922 0.25068220496177673 2.9443931579589844 nan nan nan nan nan nan
4 28.95014190673828 0.23465970158576965 2.8715481758117676 nan nan nan nan nan nan
5 28.74113655090332 0.24563570320606232 2.8495516777038574 nan nan nan nan nan nan
6 28.4311466217041 0.26166829466819763 2.816948413848877 nan nan nan nan nan nan
7 28.34036636352539 0.2859638035297394 2.8054394721984863 nan nan nan nan nan nan
8 28.14060401916504 0.30685222148895264 2.7833750247955322 nan nan nan nan nan nan
9 27.963077545166016 0.3338475823402405 2.7629218101501465 nan nan nan nan nan nan
10 27.834383010864258 0.37124747037887573 2.74631404876709 nan nan nan nan nan nan
11 27.696008682250977 0.4188697934150696 2.7277145385742188 nan nan nan nan nan nan
12 27.584545135498047 0.45827820897102356 2.712627649307251 nan nan nan nan nan nan
13 27.42066192626953 0.4991682171821594 2.692150831222534 nan nan nan nan nan nan
14 27.210742950439453 0.5377311706542969 2.6673011779785156 nan nan nan nan nan nan
15 27.100889205932617 0.5677923560142517 2.6533095836639404 nan nan nan nan nan nan
16 27.12779998779297 0.6029731631278992 2.6524837017059326 nan nan nan nan nan nan
17 26.882911682128906 0.6339377760887146 2.624897003173828 nan nan nan nan nan nan
18 26.98924446105957 0.6685023307800293 2.632075071334839 nan nan nan nan nan nan
19 26.74371910095215 0.6935219764709473 2.60502028465271 nan nan nan nan nan nan
20 26.771730422973633 0.728338897228241 2.6043381690979004 nan nan nan nan nan nan
21 26.685482025146484 0.7579100728034973 2.592756509780884 nan nan nan nan nan nan
22 26.7476806640625 0.7918738722801208 2.5955793857574463 nan nan nan nan nan nan
23 26.53019142150879 0.8101356029510498 2.5720062255859375 nan nan nan nan nan nan
24 26.550321578979492 0.8419135212898254 2.570840358734131 nan nan nan nan nan nan
25 26.45985984802246 0.8638706803321838 2.559600591659546 nan nan nan nan nan nan
26 26.29890251159668 0.8796516060829163 2.541926145553589 nan nan nan nan nan nan
27 26.444055557250977 0.907461941242218 2.5536608695983887 nan nan nan nan nan nan
28 26.315956115722656 0.9312860369682312 2.5384671688079834 nan nan nan nan nan nan
29 26.35958480834961 0.9569136500358582 2.540266513824463 nan nan nan nan nan nan
30 26.332927703857422 0.9804221391677856 2.5352516174316406 nan nan nan nan nan nan
31 26.084196090698242 0.9893612861633301 2.509483814239502 nan nan nan nan nan nan
32 26.144372940063477 1.0188733339309692 2.512550115585327 nan nan nan nan nan nan
33 26.03944969177246 1.0349644422531128 2.500448226928711 nan nan nan nan nan nan
34 26.06550407409668 1.0490844249725342 2.5016415119171143 nan nan nan nan nan nan
35 26.091773986816406 1.0672032833099365 2.502455949783325 nan nan nan nan nan nan
36 26.01185417175293 1.0823293924331665 2.492952346801758 nan nan nan nan nan nan
37 25.872339248657227 1.0919415950775146 2.478039264678955 nan nan nan nan nan nan
38 25.8985652923584 1.1057250499725342 2.479283571243286 nan nan nan nan nan nan
39 25.922094345092773 1.1257059574127197 2.4796390533447266 nan nan nan nan nan nan
40 25.795480728149414 1.1333571672439575 2.466212511062622 nan nan nan nan nan nan
41 25.81453514099121 1.1466988325119019 2.4667842388153076 nan nan nan nan nan nan
42 25.846054077148438 1.1637214422225952 2.468235492706299 nan nan nan nan nan nan
43 25.883377075195312 1.1813480854034424 2.470203161239624 nan nan nan nan nan nan
44 25.82096290588379 1.1908907890319824 2.463005781173706 nan nan nan nan nan nan
45 25.718584060668945 1.2018591165542603 2.451673984527588 nan nan nan nan nan nan
46 25.682785034179688 1.2114208936691284 2.447136163711548 nan nan nan nan nan nan
47 25.726219177246094 1.2242523431777954 2.4501953125 nan nan nan nan nan nan
48 25.720056533813477 1.2325533628463745 2.448748826980591 nan nan nan nan nan nan
49 25.7351131439209 1.23969566822052 2.4495418071746826 nan nan nan nan nan nan
50 25.84048843383789 1.256476640701294 2.458402156829834 nan nan nan nan nan nan
51 25.679330825805664 1.2525986433029175 2.4426746368408203 nan nan nan nan nan nan
52 25.656625747680664 1.2651898860931396 2.439143419265747 nan nan nan nan nan nan
53 25.641448974609375 1.2728341817855835 2.436861038208008 nan nan nan nan nan nan
54 25.571060180664062 1.2778571844100952 2.429321527481079 nan nan nan nan nan nan
55 25.555217742919922 1.2893565893173218 2.4265851974487305 nan nan nan nan nan nan
56 25.58896255493164 1.2985228300094604 2.4290432929992676 nan nan nan nan nan nan
57 25.543834686279297 1.3075922727584839 2.4236252307891846 nan nan nan nan nan nan
58 25.542232513427734 1.3179649114608765 2.422427177429199 nan nan nan nan nan nan
59 25.55941390991211 1.3233290910720825 2.4236085414886475 nan nan nan nan nan nan
60 25.53927230834961 1.327659249305725 2.4211602210998535 nan nan nan nan nan nan
61 25.580089569091797 1.34294855594635 2.4237139225006104 nan nan nan nan nan nan
62 25.358427047729492 1.3274677991867065 2.4030954837799072 nan nan nan nan nan nan
63 25.308887481689453 1.3360962867736816 2.3972795009613037 nan nan nan nan nan nan
64 25.38184928894043 1.3461424112319946 2.4035704135894775 nan nan nan nan nan nan
65 25.543153762817383 1.3594642877578735 2.418370485305786 nan nan nan nan nan nan
