epoch loss_VAE loss_KLD loss_rec loss_SI loss_LI loss_AC loss_SC loss_C_KLD loss_C_rec
1 3.2266645431518555 0.139869824051857 3.8580102920532227 nan nan nan nan nan nan
2 3.0037331581115723 0.14807650446891785 3.589674234390259 nan nan nan nan nan nan
3 2.8585970401763916 0.21255312860012054 3.4090614318847656 nan nan nan nan nan nan
4 2.718057155609131 0.3723783791065216 3.224430561065674 nan nan nan nan nan nan
5 2.6480093002319336 0.40874233841896057 3.1367368698120117 nan nan nan nan nan nan
6 2.5919253826141357 0.3802911341190338 3.072279453277588 nan nan nan nan nan nan
7 2.5619287490844727 0.3449610471725464 3.039818048477173 nan nan nan nan nan nan
8 2.529182195663452 0.3104209303855896 3.003976583480835 nan nan nan nan nan nan
9 2.5054469108581543 0.28540417551994324 2.977996826171875 nan nan nan nan nan nan
10 2.487372875213623 0.26451376080513 2.958395004272461 nan nan nan nan nan nan
11 2.4710350036621094 0.24947822093963623 2.9402923583984375 nan nan nan nan nan nan
12 2.459123134613037 0.23790501058101654 2.9271581172943115 nan nan nan nan nan nan
13 2.443244695663452 0.23224963247776031 2.9086673259735107 nan nan nan nan nan nan
14 2.4257211685180664 0.22907869517803192 2.887958526611328 nan nan nan nan nan nan
15 2.4141409397125244 0.22794325649738312 2.8741748332977295 nan nan nan nan nan nan
16 2.4169793128967285 0.23010101914405823 2.87736439704895 nan nan nan nan nan nan
17 2.39457106590271 0.2335205376148224 2.850135326385498 nan nan nan nan nan nan
18 2.4046478271484375 0.23851029574871063 2.861726999282837 nan nan nan nan nan nan
19 2.3825130462646484 0.24371123313903809 2.8346455097198486 nan nan nan nan nan nan
20 2.384331464767456 0.24829374253749847 2.836369514465332 nan nan nan nan nan nan
21 2.3772928714752197 0.25571683049201965 2.8271806240081787 nan nan nan nan nan nan
22 2.381856679916382 0.2610202431678772 2.8321244716644287 nan nan nan nan nan nan
23 2.364988088607788 0.2686518728733063 2.811119794845581 nan nan nan nan nan nan
24 2.3647727966308594 0.27371588349342346 2.8103556632995605 nan nan nan nan nan nan
25 2.357668161392212 0.28048157691955566 2.8011531829833984 nan nan nan nan nan nan
26 2.3439548015594482 0.28397539258003235 2.7843496799468994 nan nan nan nan nan nan
27 2.356975555419922 0.2885059714317322 2.7995200157165527 nan nan nan nan nan nan
28 2.344822645187378 0.2965882420539856 2.784128189086914 nan nan nan nan nan nan
29 2.349003791809082 0.3016282320022583 2.788639545440674 nan nan nan nan nan nan
30 2.346247911453247 0.3107514977455139 2.784421682357788 nan nan nan nan nan nan
31 2.323403835296631 0.31620508432388306 2.7564656734466553 nan nan nan nan nan nan
32 2.3303732872009277 0.3263466954231262 2.763814687728882 nan nan nan nan nan nan
33 2.3194644451141357 0.33965930342674255 2.749391555786133 nan nan nan nan nan nan
34 2.32112979888916 0.34546053409576416 2.75080943107605 nan nan nan nan nan nan
35 2.3232553005218506 0.35807397961616516 2.7520973682403564 nan nan nan nan nan nan
36 2.3143341541290283 0.36700648069381714 2.7405004501342773 nan nan nan nan nan nan
37 2.303169012069702 0.3755510151386261 2.7262470722198486 nan nan nan nan nan nan
38 2.3037567138671875 0.38349950313568115 2.726156234741211 nan nan nan nan nan nan
39 2.305753469467163 0.3972053527832031 2.7271811962127686 nan nan nan nan nan nan
40 2.2918426990509033 0.40448999404907227 2.7097625732421875 nan nan nan nan nan nan
41 2.294635057449341 0.41613227128982544 2.7119500637054443 nan nan nan nan nan nan
42 2.297471046447754 0.425397127866745 2.7144253253936768 nan nan nan nan nan nan
43 2.2981936931610107 0.43973496556282043 2.713860034942627 nan nan nan nan nan nan
44 2.2938616275787354 0.4499570429325104 2.707637071609497 nan nan nan nan nan nan
45 2.283637523651123 0.4603114128112793 2.69433331489563 nan nan nan nan nan nan
46 2.280574083328247 0.46778056025505066 2.6899118423461914 nan nan nan nan nan nan
47 2.2835140228271484 0.4778609573841095 2.6924285888671875 nan nan nan nan nan nan
48 2.2818374633789062 0.48870259523391724 2.6893343925476074 nan nan nan nan nan nan
49 2.2811758518218994 0.5014209151268005 2.687269926071167 nan nan nan nan nan nan
50 2.289924144744873 0.5076526999473572 2.6971421241760254 nan nan nan nan nan nan
51 2.2751426696777344 0.5147484540939331 2.6786959171295166 nan nan nan nan nan nan
52 2.2730531692504883 0.5220921039581299 2.6754560470581055 nan nan nan nan nan nan
53 2.270920991897583 0.5279355645179749 2.672311305999756 nan nan nan nan nan nan
54 2.2650249004364014 0.5359737873077393 2.6644322872161865 nan nan nan nan nan nan
55 2.263009786605835 0.546825647354126 2.6609272956848145 nan nan nan nan nan nan
56 2.264336585998535 0.5537000298500061 2.661834239959717 nan nan nan nan nan nan
57 2.260775566101074 0.559711754322052 2.6569583415985107 nan nan nan nan nan nan
58 2.2607033252716064 0.5660561919212341 2.656240224838257 nan nan nan nan nan nan
59 2.2619810104370117 0.5750722885131836 2.6568691730499268 nan nan nan nan nan nan
60 2.258737564086914 0.5820456147193909 2.652280569076538 nan nan nan nan nan nan
