epoch loss_VAE loss_KLD loss_rec loss_SI loss_LI loss_AC loss_SC loss_C_KLD loss_C_rec
1 2.8933632373809814 0.24931059777736664 3.4471046924591064 nan nan nan nan nan nan
2 2.5507099628448486 0.3353666365146637 3.0273144245147705 nan nan nan nan nan nan
3 2.474551200866699 0.2506822347640991 2.9443931579589844 nan nan nan nan nan nan
4 2.4125120639801025 0.23465953767299652 2.8715484142303467 nan nan nan nan nan nan
5 2.395095109939575 0.2456352412700653 2.8495516777038574 nan nan nan nan nan nan
6 2.3692619800567627 0.26166778802871704 2.816948652267456 nan nan nan nan nan nan
7 2.361696481704712 0.28596341609954834 2.8054394721984863 nan nan nan nan nan nan
8 2.345050096511841 0.30685171484947205 2.7833752632141113 nan nan nan nan nan nan
9 2.330256700515747 0.33384671807289124 2.7629222869873047 nan nan nan nan nan nan
10 2.3195316791534424 0.3712460398674011 2.7463150024414062 nan nan nan nan nan nan
11 2.308000087738037 0.4188684821128845 2.727715015411377 nan nan nan nan nan nan
12 2.298713445663452 0.45827654004096985 2.7126283645629883 nan nan nan nan nan nan
13 2.2850561141967773 0.499166339635849 2.6921510696411133 nan nan nan nan nan nan
14 2.2675621509552 0.5377294421195984 2.6673014163970947 nan nan nan nan nan nan
15 2.2584075927734375 0.5677906274795532 2.6533102989196777 nan nan nan nan nan nan
16 2.2606515884399414 0.6029716730117798 2.652484178543091 nan nan nan nan nan nan
17 2.2402429580688477 0.6339359283447266 2.6248974800109863 nan nan nan nan nan nan
18 2.249103546142578 0.6685006618499756 2.632075548171997 nan nan nan nan nan nan
19 2.228644371032715 0.6935202479362488 2.6050209999084473 nan nan nan nan nan nan
20 2.2309772968292236 0.7283369898796082 2.6043384075164795 nan nan nan nan nan nan
21 2.2237911224365234 0.7579079866409302 2.592756986618042 nan nan nan nan nan nan
22 2.2289726734161377 0.7918718457221985 2.5955801010131836 nan nan nan nan nan nan
23 2.2108497619628906 0.8101336359977722 2.572006940841675 nan nan nan nan nan nan
24 2.2125275135040283 0.8419109582901001 2.570840835571289 nan nan nan nan nan nan
25 2.2049901485443115 0.8638688921928406 2.559600591659546 nan nan nan nan nan nan
26 2.191575050354004 0.8796494603157043 2.5419270992279053 nan nan nan nan nan nan
27 2.203672409057617 0.9074597358703613 2.553661823272705 nan nan nan nan nan nan
28 2.1929969787597656 0.9312836527824402 2.5384678840637207 nan nan nan nan nan nan
29 2.196631669998169 0.9569116234779358 2.5402674674987793 nan nan nan nan nan nan
30 2.194411277770996 0.9804198145866394 2.5352518558502197 nan nan nan nan nan nan
31 2.1736841201782227 0.9893589019775391 2.50948429107666 nan nan nan nan nan nan
32 2.1786980628967285 1.0188707113265991 2.5125503540039062 nan nan nan nan nan nan
33 2.1699533462524414 1.0349624156951904 2.5004489421844482 nan nan nan nan nan nan
34 2.1721255779266357 1.049082636833191 2.5016422271728516 nan nan nan nan nan nan
35 2.174314022064209 1.0672011375427246 2.5024566650390625 nan nan nan nan nan nan
36 2.1676557064056396 1.0823272466659546 2.492953062057495 nan nan nan nan nan nan
37 2.1560301780700684 1.091939091682434 2.4780397415161133 nan nan nan nan nan nan
38 2.1582138538360596 1.105723261833191 2.4792845249176025 nan nan nan nan nan nan
39 2.160174608230591 1.1257039308547974 2.4796395301818848 nan nan nan nan nan nan
40 2.1496238708496094 1.1333551406860352 2.466212749481201 nan nan nan nan nan nan
41 2.151211738586426 1.1466968059539795 2.466784954071045 nan nan nan nan nan nan
42 2.153838872909546 1.1637197732925415 2.468235731124878 nan nan nan nan nan nan
43 2.1569480895996094 1.18134605884552 2.4702036380767822 nan nan nan nan nan nan
44 2.1517465114593506 1.1908888816833496 2.4630064964294434 nan nan nan nan nan nan
45 2.143216848373413 1.201857566833496 2.451674461364746 nan nan nan nan nan nan
46 2.140232563018799 1.2114189863204956 2.447136402130127 nan nan nan nan nan nan
47 2.143850088119507 1.2242501974105835 2.450195789337158 nan nan nan nan nan nan
48 2.143336534500122 1.2325519323349 2.448749542236328 nan nan nan nan nan nan
49 2.1445934772491455 1.2396942377090454 2.449542760848999 nan nan nan nan nan nan
50 2.153374433517456 1.256474494934082 2.458402633666992 nan nan nan nan nan nan
51 2.1399447917938232 1.2525970935821533 2.4426748752593994 nan nan nan nan nan nan
52 2.1380515098571777 1.2651880979537964 2.4391438961029053 nan nan nan nan nan nan
53 2.1367878913879395 1.2728327512741089 2.436861991882324 nan nan nan nan nan nan
54 2.130922555923462 1.277855396270752 2.4293220043182373 nan nan nan nan nan nan
55 2.129601001739502 1.2893548011779785 2.4265856742858887 nan nan nan nan nan nan
56 2.132413864135742 1.2985211610794067 2.429043769836426 nan nan nan nan nan nan
57 2.1286535263061523 1.3075904846191406 2.4236257076263428 nan nan nan nan nan nan
58 2.128519058227539 1.3179632425308228 2.4224278926849365 nan nan nan nan nan nan
59 2.1299514770507812 1.323327660560608 2.4236092567443848 nan nan nan nan nan nan
60 2.1282737255096436 1.3276571035385132 2.4211604595184326 nan nan nan nan nan nan
61 2.1316745281219482 1.342947244644165 2.4237141609191895 nan nan nan nan nan nan
62 2.113201379776001 1.3274662494659424 2.4030957221984863 nan nan nan nan nan nan
63 2.109074592590332 1.3360949754714966 2.397279739379883 nan nan nan nan nan nan
64 2.1151533126831055 1.3461410999298096 2.4035708904266357 nan nan nan nan nan nan
65 2.128596544265747 1.3594629764556885 2.418370485305786 nan nan nan nan nan nan
66 2.123549222946167 1.3619098663330078 2.4120681285858154 nan nan nan nan nan nan
67 2.133423328399658 1.37825608253479 2.42228102684021 nan nan nan nan nan nan
68 2.128908634185791 1.3817344903945923 2.4165163040161133 nan nan nan nan nan nan
69 2.1235954761505127 1.380277395248413 2.410285234451294 nan nan nan nan nan nan
70 2.1178085803985596 1.3830422163009644 2.4030659198760986 nan nan nan nan nan nan
71 2.118713617324829 1.3888006210327148 2.4035768508911133 nan nan nan nan nan nan
72 2.111600399017334 1.3830047845840454 2.3956198692321777 nan nan nan nan nan nan
73 2.115159273147583 1.3930593729019165 2.398885488510132 nan nan nan nan nan nan
74 2.1085422039031982 1.3969367742538452 2.390556573867798 nan nan nan nan nan nan
75 2.107893466949463 1.4013639688491821 2.389336347579956 nan nan nan nan nan nan
76 2.1080620288848877 1.410958170890808 2.388577699661255 nan nan nan nan nan nan
77 2.1159613132476807 1.4200398921966553 2.397148609161377 nan nan nan nan nan nan
78 2.115853786468506 1.4250143766403198 2.3965227603912354 nan nan nan nan nan nan
79 2.111921548843384 1.424672245979309 2.3918368816375732 nan nan nan nan nan nan
80 2.1105167865753174 1.4246761798858643 2.3901524543762207 nan nan nan nan nan nan
81 2.1046833992004395 1.426780104637146 2.3829429149627686 nan nan nan nan nan nan
82 2.1088738441467285 1.4349861145019531 2.3871500492095947 nan nan nan nan nan nan
83 2.1024296283721924 1.4340753555297852 2.379507541656494 nan nan nan nan nan nan
84 2.110091209411621 1.441728949546814 2.387937068939209 nan nan nan nan nan nan
85 2.1056087017059326 1.4422245025634766 2.3825063705444336 nan nan nan nan nan nan
86 2.10623836517334 1.4448744058609009 2.3829994201660156 nan nan nan nan nan nan
87 2.0959935188293457 1.4440997838974 2.3707821369171143 nan nan nan nan nan nan
88 2.110703945159912 1.4576098918914795 2.387083053588867 nan nan nan nan nan nan
89 2.100527048110962 1.455002784729004 2.375131368637085 nan nan nan nan nan nan
90 2.1066815853118896 1.4686304330825806 2.3811540603637695 nan nan nan nan nan nan
91 2.1028635501861572 1.4598723649978638 2.3774490356445312 nan nan nan nan nan nan
92 2.1058335304260254 1.468503475189209 2.3801498413085938 nan nan nan nan nan nan
93 2.105698823928833 1.4726775884628296 2.379570484161377 nan nan nan nan nan nan
94 2.1045074462890625 1.4794639348983765 2.3774633407592773 nan nan nan nan nan nan
95 2.1001110076904297 1.4771654605865479 2.3724162578582764 nan nan nan nan nan nan
96 2.1142983436584473 1.489485740661621 2.388209581375122 nan nan nan nan nan nan
97 2.1065292358398438 1.4812541007995605 2.3797099590301514 nan nan nan nan nan nan
98 2.108816146850586 1.4901429414749146 2.381565570831299 nan nan nan nan nan nan
99 2.1042721271514893 1.4859752655029297 2.3765296936035156 nan nan nan nan nan nan
100 2.0970511436462402 1.4843028783798218 2.368030309677124 nan nan nan nan nan nan
101 2.0927236080169678 1.484181523323059 2.362849235534668 nan nan nan nan nan nan
102 2.099147081375122 1.4945873022079468 2.369516611099243 nan nan nan nan nan nan
103 2.1070003509521484 1.497511386871338 2.378649950027466 nan nan nan nan nan nan
104 2.093898057937622 1.4914071559906006 2.363537311553955 nan nan nan nan nan nan
105 2.0990710258483887 1.49459707736969 2.3694262504577637 nan nan nan nan nan nan
106 2.1010584831237793 1.4997029304504395 2.3712990283966064 nan nan nan nan nan nan
107 2.09419846534729 1.4948880672454834 2.363548994064331 nan nan nan nan nan nan
108 2.094364643096924 1.4987092018127441 2.3633670806884766 nan nan nan nan nan nan
109 2.103443145751953 1.5070852041244507 2.3734238147735596 nan nan nan nan nan nan
110 2.1004703044891357 1.5084304809570312 2.3697221279144287 nan nan nan nan nan nan
111 2.0978798866271973 1.505967378616333 2.3668594360351562 nan nan nan nan nan nan
112 2.0989773273468018 1.5123636722564697 2.367537498474121 nan nan nan nan nan nan
113 2.0980262756347656 1.5068999528884888 2.366941452026367 nan nan nan nan nan nan
114 2.0889317989349365 1.506657600402832 2.3560523986816406 nan nan nan nan nan nan
115 2.095353126525879 1.5130870342254639 2.363115072250366 nan nan nan nan nan nan
116 2.097034215927124 1.5115641355514526 2.365286350250244 nan nan nan nan nan nan
117 2.088015556335449 1.5094273090362549 2.3546769618988037 nan nan nan nan nan nan
118 2.096343755722046 1.5207939147949219 2.3635330200195312 nan nan nan nan nan nan
119 2.0981509685516357 1.5244324207305908 2.36533784866333 nan nan nan nan nan nan
120 2.093806743621826 1.516405701637268 2.3609278202056885 nan nan nan nan nan nan
121 2.090226650238037 1.5180156230926514 2.3564705848693848 nan nan nan nan nan nan
122 2.092359781265259 1.523781418800354 2.3584532737731934 nan nan nan nan nan nan
123 2.0941734313964844 1.5253877639770508 2.3604698181152344 nan nan nan nan nan nan
124 2.092822790145874 1.5252645015716553 2.3588614463806152 nan nan nan nan nan nan
125 2.095954656600952 1.5291703939437866 2.3622283935546875 nan nan nan nan nan nan
126 2.090122938156128 1.521113634109497 2.3560376167297363 nan nan nan nan nan nan
127 2.0846922397613525 1.5204564332962036 2.3495850563049316 nan nan nan nan nan nan
128 2.092743396759033 1.5287894010543823 2.358412265777588 nan nan nan nan nan nan
129 2.093733549118042 1.5332229137420654 2.3591578006744385 nan nan nan nan nan nan
130 2.0930256843566895 1.5388988256454468 2.3577420711517334 nan nan nan nan nan nan
131 2.0881590843200684 1.5289158821105957 2.3528988361358643 nan nan nan nan nan nan
132 2.093104362487793 1.534399151802063 2.3582868576049805 nan nan nan nan nan nan
133 2.087433099746704 1.5288407802581787 2.3520379066467285 nan nan nan nan nan nan
134 2.095669984817505 1.5402699708938599 2.360776901245117 nan nan nan nan nan nan
135 2.0912463665008545 1.5353562831878662 2.3559610843658447 nan nan nan nan nan nan
136 2.093883514404297 1.5399324893951416 2.3586673736572266 nan nan nan nan nan nan
137 2.0849666595458984 1.5336673259735107 2.3485922813415527 nan nan nan nan nan nan
138 2.0942740440368652 1.544938564300537 2.3586344718933105 nan nan nan nan nan nan
139 2.087623119354248 1.536786437034607 2.351469039916992 nan nan nan nan nan nan
140 2.0846099853515625 1.5396039485931396 2.3475706577301025 nan nan nan nan nan nan
141 2.0883028507232666 1.5419074296951294 2.3517723083496094 nan nan nan nan nan nan
142 2.0855276584625244 1.5399929285049438 2.3486337661743164 nan nan nan nan nan nan
143 2.0974979400634766 1.5505831241607666 2.361940383911133 nan nan nan nan nan nan
144 2.086097002029419 1.5471657514572144 2.348600149154663 nan nan nan nan nan nan
145 2.0866453647613525 1.5423070192337036 2.349742889404297 nan nan nan nan nan nan
146 2.0914299488067627 1.5484495162963867 2.354870080947876 nan nan nan nan nan nan
147 2.0745623111724854 1.5328272581100464 2.336190700531006 nan nan nan nan nan nan
148 2.0878705978393555 1.5449471473693848 2.350950002670288 nan nan nan nan nan nan
149 2.087209463119507 1.5510882139205933 2.349541187286377 nan nan nan nan nan nan
150 2.0862693786621094 1.5466172695159912 2.3488616943359375 nan nan nan nan nan nan
151 2.085756540298462 1.5514320135116577 2.3477649688720703 nan nan nan nan nan nan
152 2.0820987224578857 1.5437732934951782 2.344141960144043 nan nan nan nan nan nan
153 2.0878305435180664 1.5524189472198486 2.3501546382904053 nan nan nan nan nan nan
