epoch loss_VAE loss_KLD loss_rec loss_SI loss_LI loss_AC loss_SC loss_C
1 3.384695291519165 0.4099487364292145 2.9747471809387207 nan nan nan nan nan
2 4.994355201721191 2.049720048904419 2.9446356296539307 nan nan nan nan nan
3 3.5201354026794434 0.5799177289009094 2.940218210220337 nan nan nan nan nan
4 2.9887373447418213 0.058780450373888016 2.929957151412964 nan nan nan nan nan
5 3.0022923946380615 0.06728959828615189 2.9350030422210693 nan nan nan nan nan
6 3.061422348022461 0.1338881403207779 2.9275341033935547 nan nan nan nan nan
7 3.2105281352996826 0.2672251760959625 2.943302631378174 nan nan nan nan nan
8 3.2999308109283447 0.36651089787483215 2.9334211349487305 nan nan nan nan nan
9 3.307962417602539 0.3802321255207062 2.927731513977051 nan nan nan nan nan
10 3.248929977416992 0.31214600801467896 2.936784505844116 nan nan nan nan nan
11 3.225039005279541 0.3497062921524048 2.875332832336426 nan nan nan nan nan
12 3.2602791786193848 0.4110110402107239 2.8492681980133057 nan nan nan nan nan
13 3.2442195415496826 0.3961331844329834 2.848086357116699 nan nan nan nan nan
14 3.358100414276123 0.5215358138084412 2.836564540863037 nan nan nan nan nan
15 3.2997560501098633 0.477493554353714 2.82226300239563 nan nan nan nan nan
16 3.1657309532165527 0.34192559123039246 2.8238048553466797 nan nan nan nan nan
17 3.105079174041748 0.31496691703796387 2.790112018585205 nan nan nan nan nan
18 3.2423739433288574 0.40339958667755127 2.838974952697754 nan nan nan nan nan
19 3.274566411972046 0.4782518744468689 2.796314239501953 nan nan nan nan nan
20 3.305521249771118 0.4948291778564453 2.810692310333252 nan nan nan nan nan
21 3.1961822509765625 0.40166571736335754 2.794515371322632 nan nan nan nan nan
22 3.1864266395568848 0.3659875690937042 2.820439577102661 nan nan nan nan nan
23 3.233647108078003 0.4246622622013092 2.808983564376831 nan nan nan nan nan
24 3.2883338928222656 0.47174134850502014 2.8165926933288574 nan nan nan nan nan
25 3.2270238399505615 0.4310039281845093 2.7960205078125 nan nan nan nan nan
26 3.0796360969543457 0.3024623990058899 2.777174234390259 nan nan nan nan nan
27 3.225982904434204 0.4245556890964508 2.8014273643493652 nan nan nan nan nan
28 3.195354700088501 0.3865232765674591 2.8088319301605225 nan nan nan nan nan
29 3.2066457271575928 0.40162190794944763 2.8050239086151123 nan nan nan nan nan
30 3.3721446990966797 0.5628399848937988 2.80930495262146 nan nan nan nan nan
31 3.6062734127044678 0.8153238892555237 2.7909493446350098 nan nan nan nan nan
32 3.9066858291625977 1.0887995958328247 2.817885637283325 nan nan nan nan nan
33 3.6063294410705566 0.8101547956466675 2.7961740493774414 nan nan nan nan nan
34 3.0350568294525146 0.24921689927577972 2.7858402729034424 nan nan nan nan nan
35 3.0599868297576904 0.25058600306510925 2.8094005584716797 nan nan nan nan nan
36 3.0045416355133057 0.22105345129966736 2.7834887504577637 nan nan nan nan nan
37 3.0889344215393066 0.30485227704048157 2.7840821743011475 nan nan nan nan nan
38 3.0493123531341553 0.2773091793060303 2.772002935409546 nan nan nan nan nan
39 3.021224021911621 0.22342079877853394 2.797804594039917 nan nan nan nan nan
40 3.0790889263153076 0.29623013734817505 2.7828590869903564 nan nan nan nan nan
41 3.138010025024414 0.36992406845092773 2.7680857181549072 nan nan nan nan nan
42 3.1897642612457275 0.4051024317741394 2.7846617698669434 nan nan nan nan nan
43 3.2136895656585693 0.42717301845550537 2.786515951156616 nan nan nan nan nan
44 3.3065059185028076 0.5216318368911743 2.78487491607666 nan nan nan nan nan
45 3.2786145210266113 0.5052953958511353 2.7733190059661865 nan nan nan nan nan
46 3.3314123153686523 0.5660054087638855 2.765406847000122 nan nan nan nan nan
47 3.3932852745056152 0.609332799911499 2.783952474594116 nan nan nan nan nan
48 3.158780813217163 0.3721674680709839 2.786613941192627 nan nan nan nan nan
49 3.07450795173645 0.2992783486843109 2.7752292156219482 nan nan nan nan nan
50 3.07772159576416 0.28655901551246643 2.7911627292633057 nan nan nan nan nan
51 3.0932910442352295 0.3200490474700928 2.773242473602295 nan nan nan nan nan
52 3.2004878520965576 0.426053524017334 2.774435043334961 nan nan nan nan nan
53 3.2976126670837402 0.5098831057548523 2.787729501724243 nan nan nan nan nan
54 3.24627423286438 0.46434637904167175 2.781928062438965 nan nan nan nan nan
55 3.2434194087982178 0.46343058347702026 2.7799878120422363 nan nan nan nan nan
56 3.23872971534729 0.4751681089401245 2.763561487197876 nan nan nan nan nan
57 3.2133004665374756 0.44799554347991943 2.7653045654296875 nan nan nan nan nan
58 3.2050459384918213 0.4376639723777771 2.7673816680908203 nan nan nan nan nan
59 3.209744453430176 0.4435967206954956 2.7661478519439697 nan nan nan nan nan
60 3.104144811630249 0.3373730778694153 2.7667713165283203 nan nan nan nan nan
61 3.092132329940796 0.31792905926704407 2.7742037773132324 nan nan nan nan nan
62 3.1790359020233154 0.40919816493988037 2.7698371410369873 nan nan nan nan nan
63 3.2283775806427 0.47843173146247864 2.7499451637268066 nan nan nan nan nan
64 3.1498162746429443 0.39803072810173035 2.7517855167388916 nan nan nan nan nan
65 3.1951732635498047 0.42036008834838867 2.774813652038574 nan nan nan nan nan
66 3.1755332946777344 0.4021931290626526 2.7733404636383057 nan nan nan nan nan
67 3.2686641216278076 0.49402138590812683 2.7746422290802 nan nan nan nan nan
68 3.198345184326172 0.4399154484272003 2.758429765701294 nan nan nan nan nan
69 3.1858303546905518 0.41715508699417114 2.7686758041381836 nan nan nan nan nan
70 3.224883794784546 0.4572671353816986 2.7676172256469727 nan nan nan nan nan
71 3.2358102798461914 0.4604184627532959 2.7753918170928955 nan nan nan nan nan
72 3.1767685413360596 0.41599324345588684 2.7607760429382324 nan nan nan nan nan
73 3.1719861030578613 0.3743644654750824 2.7976222038269043 nan nan nan nan nan
74 3.1246449947357178 0.36513739824295044 2.7595086097717285 nan nan nan nan nan
75 3.1457886695861816 0.3775540292263031 2.7682344913482666 nan nan nan nan nan
76 3.185363292694092 0.41913843154907227 2.7662253379821777 nan nan nan nan nan
77 3.1780951023101807 0.4160345196723938 2.7620604038238525 nan nan nan nan nan
78 3.164003372192383 0.40242910385131836 2.7615745067596436 nan nan nan nan nan
79 3.1420300006866455 0.38333603739738464 2.758695125579834 nan nan nan nan nan
