epoch loss_VAE loss_MDVAE loss_SI loss_LI loss_AC loss_SC loss_C
1 3.131195306777954 3.131195306777954 nan nan nan nan nan
2 2.955409526824951 2.955409526824951 nan nan nan nan nan
3 2.9155774116516113 2.9155774116516113 nan nan nan nan nan
4 2.8802762031555176 2.8802762031555176 nan nan nan nan nan
5 2.8721396923065186 2.8721396923065186 nan nan nan nan nan
6 2.857753038406372 2.857753038406372 nan nan nan nan nan
7 2.866211414337158 2.866211414337158 nan nan nan nan nan
8 2.8490006923675537 2.8490006923675537 nan nan nan nan nan
9 2.8413217067718506 2.8413217067718506 nan nan nan nan nan
10 2.8566951751708984 2.8566951751708984 nan nan nan nan nan
11 2.8515818119049072 2.8515818119049072 nan nan nan nan nan
12 2.8478760719299316 2.8478760719299316 nan nan nan nan nan
13 2.8409435749053955 2.8409435749053955 nan nan nan nan nan
14 2.8454904556274414 2.8454904556274414 nan nan nan nan nan
15 2.8336660861968994 2.8336660861968994 nan nan nan nan nan
16 2.834320306777954 2.834320306777954 nan nan nan nan nan
17 2.8083064556121826 2.8083064556121826 nan nan nan nan nan
18 2.8594746589660645 2.8594746589660645 nan nan nan nan nan
19 2.8247931003570557 2.8247931003570557 nan nan nan nan nan
20 2.8425040245056152 2.8425040245056152 nan nan nan nan nan
21 2.82747220993042 2.82747220993042 nan nan nan nan nan
22 2.8507516384124756 2.8507516384124756 nan nan nan nan nan
23 2.83429217338562 2.83429217338562 nan nan nan nan nan
24 2.8383030891418457 2.8383030891418457 nan nan nan nan nan
25 2.829310178756714 2.829310178756714 nan nan nan nan nan
26 2.813685417175293 2.813685417175293 nan nan nan nan nan
27 2.841963052749634 2.841963052749634 nan nan nan nan nan
28 2.8443069458007812 2.8443069458007812 nan nan nan nan nan
29 2.8368706703186035 2.8368706703186035 nan nan nan nan nan
30 2.844195604324341 2.844195604324341 nan nan nan nan nan
31 2.821173667907715 2.821173667907715 nan nan nan nan nan
32 2.83937931060791 2.83937931060791 nan nan nan nan nan
33 2.8271634578704834 2.8271634578704834 nan nan nan nan nan
34 2.8197708129882812 2.8197708129882812 nan nan nan nan nan
35 2.8466756343841553 2.8466756343841553 nan nan nan nan nan
36 2.826427459716797 2.826427459716797 nan nan nan nan nan
37 2.819072961807251 2.819072961807251 nan nan nan nan nan
38 2.8163397312164307 2.8163397312164307 nan nan nan nan nan
39 2.837963581085205 2.837963581085205 nan nan nan nan nan
40 2.820859670639038 2.820859670639038 nan nan nan nan nan
41 2.8016750812530518 2.8016750812530518 nan nan nan nan nan
42 2.827244758605957 2.827244758605957 nan nan nan nan nan
43 2.828216552734375 2.828216552734375 nan nan nan nan nan
44 2.828484058380127 2.828484058380127 nan nan nan nan nan
45 2.8172898292541504 2.8172898292541504 nan nan nan nan nan
46 2.8148934841156006 2.8148934841156006 nan nan nan nan nan
47 2.832010269165039 2.832010269165039 nan nan nan nan nan
48 2.83215594291687 2.83215594291687 nan nan nan nan nan
49 2.816117525100708 2.816117525100708 nan nan nan nan nan
50 2.8365914821624756 2.8365914821624756 nan nan nan nan nan
51 2.819525957107544 2.819525957107544 nan nan nan nan nan
52 2.82004451751709 2.82004451751709 nan nan nan nan nan
53 2.8336846828460693 2.8336846828460693 nan nan nan nan nan
54 2.823256015777588 2.823256015777588 nan nan nan nan nan
