epoch VAE MDVAE SI LI AC SC C
43 2.8269750140607357 2.8269750140607357 nan nan nan nan nan
44 2.833027847111225 2.833027847111225 nan nan nan nan nan
45 2.818060774356127 2.818060774356127 nan nan nan nan nan
46 2.815743714570999 2.815743714570999 nan nan nan nan nan
47 2.8309986405074596 2.8309986405074596 nan nan nan nan nan
48 2.8349065147340298 2.8349065147340298 nan nan nan nan nan
49 2.8175633661448956 2.8175633661448956 nan nan nan nan nan
50 2.839615687727928 2.839615687727928 nan nan nan nan nan
51 2.82315356656909 2.82315356656909 nan nan nan nan nan
52 2.824807647615671 2.824807647615671 nan nan nan nan nan
53 2.8337055891752243 2.8337055891752243 nan nan nan nan nan
54 2.824155565351248 2.824155565351248 nan nan nan nan nan
55 2.8280209749937057 2.8280209749937057 nan nan nan nan nan
56 2.8163258992135525 2.8163258992135525 nan nan nan nan nan
57 2.8191541954874992 2.8191541954874992 nan nan nan nan nan
58 2.8207311630249023 2.8207311630249023 nan nan nan nan nan
59 2.8220716938376427 2.8220716938376427 nan nan nan nan nan
60 2.8196558207273483 2.8196558207273483 nan nan nan nan nan
61 2.826889742165804 2.826889742165804 nan nan nan nan nan
62 2.819693248718977 2.819693248718977 nan nan nan nan nan
63 2.801680091768503 2.801680091768503 nan nan nan nan nan
64 2.803597941994667 2.803597941994667 nan nan nan nan nan
65 2.8314079865813255 2.8314079865813255 nan nan nan nan nan
66 2.830644004046917 2.830644004046917 nan nan nan nan nan
67 2.829124242067337 2.829124242067337 nan nan nan nan nan
68 2.817483067512512 2.817483067512512 nan nan nan nan nan
69 2.8265016973018646 2.8265016973018646 nan nan nan nan nan
70 2.8237757720053196 2.8237757720053196 nan nan nan nan nan
71 2.8318930082023144 2.8318930082023144 nan nan nan nan nan
72 2.8213611654937267 2.8213611654937267 nan nan nan nan nan
73 2.851503115147352 2.851503115147352 nan nan nan nan nan
74 2.8170846477150917 2.8170846477150917 nan nan nan nan nan
75 2.820166803896427 2.820166803896427 nan nan nan nan nan
76 2.82371723651886 2.82371723651886 nan nan nan nan nan
77 2.8226334489881992 2.8226334489881992 nan nan nan nan nan
78 2.8204312287271023 2.8204312287271023 nan nan nan nan nan
79 2.818437200039625 2.818437200039625 nan nan nan nan nan
80 2.8166320770978928 2.8166320770978928 nan nan nan nan nan
81 2.8184570781886578 2.8184570781886578 nan nan nan nan nan
82 2.8201367892324924 2.8201367892324924 nan nan nan nan nan
83 2.8063515350222588 2.8063515350222588 nan nan nan nan nan
84 2.8321682140231133 2.8321682140231133 nan nan nan nan nan
85 2.824065763503313 2.824065763503313 nan nan nan nan nan
86 2.8304291367530823 2.8304291367530823 nan nan nan nan nan
87 2.806647192686796 2.806647192686796 nan nan nan nan nan
88 2.8218124583363533 2.8218124583363533 nan nan nan nan nan
89 2.8177956081926823 2.8177956081926823 nan nan nan nan nan
90 2.823099285364151 2.823099285364151 nan nan nan nan nan
91 2.8177260011434555 2.8177260011434555 nan nan nan nan nan
92 2.8180354312062263 2.8180354312062263 nan nan nan nan nan
93 2.830438144505024 2.830438144505024 nan nan nan nan nan
94 2.8263163827359676 2.8263163827359676 nan nan nan nan nan
95 2.8096142299473286 2.8096142299473286 nan nan nan nan nan
96 2.8432515673339367 2.8432515673339367 nan nan nan nan nan
97 2.828439697623253 2.828439697623253 nan nan nan nan nan
98 2.832234602421522 2.832234602421522 nan nan nan nan nan
99 2.8398250192403793 2.8398250192403793 nan nan nan nan nan
100 2.8178673461079597 2.8178673461079597 nan nan nan nan nan
101 2.8336318023502827 2.8336318023502827 nan nan nan nan nan
102 2.815162669867277 2.815162669867277 nan nan nan nan nan
103 2.841457650065422 2.841457650065422 nan nan nan nan nan
104 2.8096956200897694 2.8096956200897694 nan nan nan nan nan
105 2.817331984639168 2.817331984639168 nan nan nan nan nan
106 2.812279134988785 2.812279134988785 nan nan nan nan nan
107 2.817738823592663 2.817738823592663 nan nan nan nan nan
108 2.8232950791716576 2.8232950791716576 nan nan nan nan nan
109 2.8116000965237617 2.8116000965237617 nan nan nan nan nan
110 2.8126588724553585 2.8126588724553585 nan nan nan nan nan
111 2.817542690783739 2.817542690783739 nan nan nan nan nan
112 2.821428544819355 2.821428544819355 nan nan nan nan nan
113 2.8200992196798325 2.8200992196798325 nan nan nan nan nan
114 2.8186819441616535 2.8186819441616535 nan nan nan nan nan
115 2.8181584998965263 2.8181584998965263 nan nan nan nan nan
116 2.8332125954329967 2.8332125954329967 nan nan nan nan nan
117 2.8050833754241467 2.8050833754241467 nan nan nan nan nan
118 2.824156865477562 2.824156865477562 nan nan nan nan nan
119 2.8323252201080322 2.8323252201080322 nan nan nan nan nan
120 2.825680837035179 2.825680837035179 nan nan nan nan nan
121 2.8197705894708633 2.8197705894708633 nan nan nan nan nan
122 2.8219290897250175 2.8219290897250175 nan nan nan nan nan
123 2.8343609385192394 2.8343609385192394 nan nan nan nan nan
124 2.835150633007288 2.835150633007288 nan nan nan nan nan
125 2.8369294591248035 2.8369294591248035 nan nan nan nan nan
126 2.811715427786112 2.811715427786112 nan nan nan nan nan
127 2.8132223933935165 2.8132223933935165 nan nan nan nan nan
128 2.8183546029031277 2.8183546029031277 nan nan nan nan nan
129 2.82945716381073 2.82945716381073 nan nan nan nan nan
130 2.8322152234613895 2.8322152234613895 nan nan nan nan nan
131 2.8312360756099224 2.8312360756099224 nan nan nan nan nan
132 2.8212301321327686 2.8212301321327686 nan nan nan nan nan
133 2.819812998175621 2.819812998175621 nan nan nan nan nan
134 2.8226479403674603 2.8226479403674603 nan nan nan nan nan
135 2.8219859078526497 2.8219859078526497 nan nan nan nan nan
136 2.824202600866556 2.824202600866556 nan nan nan nan nan
137 2.807988289743662 2.807988289743662 nan nan nan nan nan
138 2.836329534649849 2.836329534649849 nan nan nan nan nan
139 2.8198380172252655 2.8198380172252655 nan nan nan nan nan
140 2.8259209655225277 2.8259209655225277 nan nan nan nan nan
141 2.801631797105074 2.801631797105074 nan nan nan nan nan
142 2.8189625181257725 2.8189625181257725 nan nan nan nan nan
143 2.8441046737134457 2.8441046737134457 nan nan nan nan nan
144 2.8218859247863293 2.8218859247863293 nan nan nan nan nan
145 2.8242411091923714 2.8242411091923714 nan nan nan nan nan
146 2.8191540613770485 2.8191540613770485 nan nan nan nan nan
147 2.8023052401840687 2.8023052401840687 nan nan nan nan nan
148 2.8201253451406956 2.8201253451406956 nan nan nan nan nan
149 2.825752206146717 2.825752206146717 nan nan nan nan nan
150 2.8202407099306583 2.8202407099306583 nan nan nan nan nan
151 2.8222647048532963 2.8222647048532963 nan nan nan nan nan
152 2.8163891099393368 2.8163891099393368 nan nan nan nan nan
153 2.826094940304756 2.826094940304756 nan nan nan nan nan
154 2.7941064909100533 2.7941064909100533 nan nan nan nan nan
155 2.8395608961582184 2.8395608961582184 nan nan nan nan nan
156 2.809635855257511 2.809635855257511 nan nan nan nan nan
157 2.8185476921498775 2.8185476921498775 nan nan nan nan nan
158 2.809040553867817 2.809040553867817 nan nan nan nan nan
159 2.819138128310442 2.819138128310442 nan nan nan nan nan
160 2.8401148915290833 2.8401148915290833 nan nan nan nan nan
161 2.8114841617643833 2.8114841617643833 nan nan nan nan nan
162 2.820455215871334 2.820455215871334 nan nan nan nan nan
163 2.8147395811975002 2.8147395811975002 nan nan nan nan nan
164 2.8188446797430515 2.8188446797430515 nan nan nan nan nan
165 2.824296571314335 2.824296571314335 nan nan nan nan nan
166 2.81229305267334 2.81229305267334 nan nan nan nan nan
167 2.824726577848196 2.824726577848196 nan nan nan nan nan
168 2.826028410345316 2.826028410345316 nan nan nan nan nan
169 2.8309128172695637 2.8309128172695637 nan nan nan nan nan
170 2.832972154021263 2.832972154021263 nan nan nan nan nan
171 2.845155782997608 2.845155782997608 nan nan nan nan nan
172 2.826124981045723 2.826124981045723 nan nan nan nan nan
173 2.819234073162079 2.819234073162079 nan nan nan nan nan
174 2.812162473797798 2.812162473797798 nan nan nan nan nan
175 2.812501110136509 2.812501110136509 nan nan nan nan nan
176 2.8151546344161034 2.8151546344161034 nan nan nan nan nan
177 2.8133330456912518 2.8133330456912518 nan nan nan nan nan
178 2.8293099142611027 2.8293099142611027 nan nan nan nan nan
179 2.8460852652788162 2.8460852652788162 nan nan nan nan nan
180 2.8189270570874214 2.8189270570874214 nan nan nan nan nan
181 2.8154829554259777 2.8154829554259777 nan nan nan nan nan
182 2.799899101257324 2.799899101257324 nan nan nan nan nan
183 2.825406976044178 2.825406976044178 nan nan nan nan nan
184 2.8371339105069637 2.8371339105069637 nan nan nan nan nan
185 2.83304063975811 2.83304063975811 nan nan nan nan nan
186 2.833148192614317 2.833148192614317 nan nan nan nan nan
187 2.824213407933712 2.824213407933712 nan nan nan nan nan
188 2.8254998922348022 2.8254998922348022 nan nan nan nan nan
189 2.824793729931116 2.824793729931116 nan nan nan nan nan
190 2.8136682212352753 2.8136682212352753 nan nan nan nan nan
191 2.8144826628267765 2.8144826628267765 nan nan nan nan nan
192 2.8049016632139683 2.8049016632139683 nan nan nan nan nan
193 2.826571971178055 2.826571971178055 nan nan nan nan nan
194 2.804876685142517 2.804876685142517 nan nan nan nan nan
195 2.820667129009962 2.820667129009962 nan nan nan nan nan
196 2.8212935738265514 2.8212935738265514 nan nan nan nan nan
197 2.8205121867358685 2.8205121867358685 nan nan nan nan nan
198 2.810454163700342 2.810454163700342 nan nan nan nan nan
199 2.8145584613084793 2.8145584613084793 nan nan nan nan nan
200 2.8443885631859303 2.8443885631859303 nan nan nan nan nan
